id	first_publication
aeu.ark+=13960=t82j7r57h	1908
aeu.ark+=13960=t6b28ct12	1876
uc2.ark+=13960=t58c9sc3r	N/A
uc2.ark+=13960=t52f7mw6x	1918
coo1.ark+=13960=t0cv52n5g	1910
nnc2.ark+=13960=t32247s33	1922
loc.ark+=13960=t8tb1sk2c	1916
uc2.ark+=13960=t7rn32w0q	1921
uc2.ark+=13960=t2x34pb5f	1876
uc2.ark+=13960=t0zp3wt3g	1922
uc2.ark+=13960=t6k070v9x	N/A
loc.ark+=13960=t14m9rg5q	1885
loc.ark+=13960=t7xk8pk6s	1872
aeu.ark+=13960=t4xh0xg1c	1909
uc2.ark+=13960=t9t14vr8n	1889
coo1.ark+=13960=t88g9tn3m	1903
coo1.ark+=13960=t0ft94t4v	1914
ncs1.ark+=13960=t7tm7h401	1899
uc2.ark+=13960=t02z13z07	1906
coo1.ark+=13960=t0ms4xm02	1893
yale.39002005780029	1921
uc2.ark+=13960=t1vd6r987	N/A
uc2.ark+=13960=t3cz3927t	N/A
uc2.ark+=13960=t3416xd3g	1895
uc2.ark+=13960=t9b56g310	1896
aeu.ark+=13960=t08w45v4z	1857
uc2.ark+=13960=t9q23v614	1847
nnc2.ark+=13960=t3224q12j	1852
uc2.ark+=13960=t83j3gn4t	N/A
uiuo.ark+=13960=t4gn0dp54	1905
loc.ark+=13960=t45q5rx0s	1874
coo1.ark+=13960=t8ff4gf90	1818
uc2.ark+=13960=t26977p57	N/A
uc2.ark+=13960=t6qz2d82w	N/A
loc.ark+=13960=t1vd7nc4b	1882
loc.ark+=13960=t5db8gh1c	1887
loc.ark+=13960=t50g4439v	1922
uc2.ark+=13960=t3dz0b01m	1833
loc.ark+=13960=t2b86460t	1891
uc2.ark+=13960=t79s1pb8f	1897
aeu.ark+=13960=t7fr0zc4s	1826
uc2.ark+=13960=t75t3hq3r	1891
loc.ark+=13960=t4zg79g40	1896
loc.ark+=13960=t3bz6g43p	1872
uc2.ark+=13960=t7np26w88	1880
loc.ark+=13960=t45q67541	N/A
mdp.39015074731996	1855
uiuc.5633717_001	N/A
uc2.ark+=13960=t3st7gp7t	1900
uc2.ark+=13960=t00002596	N/A
loc.ark+=13960=t9x06696b	1896
aeu.ark+=13960=t5cc1jf63	1845
coo1.ark+=13960=t5r78wf8w	1915
loc.ark+=13960=t9k36945s	1911
nnc2.ark+=13960=t5fb5rc0k	1921
uc2.ark+=13960=t8tb11r7x	1891
uiuo.ark+=13960=t8pc2xc39	1919
uc2.ark+=13960=t6251h63h	1919
loc.ark+=13960=t9r21vv16	1916
mdp.39015051122359	1922
loc.ark+=13960=t12n5dm1n	1909
uc2.ark+=13960=t2v40mz0g	1920
uiuo.ark+=13960=t9f482p8c	1835
uc2.ark+=13960=t1qf8z649	1915
coo1.ark+=13960=t2988s97v	1880
uc2.ark+=13960=t9183b56r	1839
uc2.ark+=13960=t7pn98h79	1915
aeu.ark+=13960=t3qv5b48f	N/A
yale.39002078026367	1844
loc.ark+=13960=t1qf9kn6x	1909
loc.ark+=13960=t8x92q31r	1905
mdp.39015067953276	1904
uc2.ark+=13960=t1kh0hn3p	1913
uc2.ark+=13960=t2s46qr53	1792
uc2.ark+=13960=t7kp83696	1884
uc2.ark+=13960=t59c6vm3w	1893
uc2.ark+=13960=t81j99239	1907
aeu.ark+=13960=t45q5p84c	1877
aeu.ark+=13960=t2v42d99k	1917
uc2.ark+=13960=t3pv6d63t	1914
loc.ark+=13960=t75t4x12n	1904
uc2.ark+=13960=t1qf8jr7z	1897
uc2.ark+=13960=t2c826886	1911
uc2.ark+=13960=t3ws8mn51	1890
loc.ark+=13960=t6d22fp3d	N/A
uc2.ark+=13960=t1jh3fn64	1887
yale.39002088374146	1867
uiuo.ark+=13960=t89g64011	1818
coo1.ark+=13960=t6vx0z53s	1887
uc2.ark+=13960=t8sb46g2t	N/A
uc2.ark+=13960=t05x29004	N/A
coo1.ark+=13960=t8cg0913v	1911
uc2.ark+=13960=t4wh2gp90	1903
loc.ark+=13960=t7np3733b	N/A
nc01.ark+=13960=t5bc52380	1890
uc2.ark+=13960=t22b8x647	1827
loc.ark+=13960=t3gx4dv2x	1888
loc.ark+=13960=t9s182r7v	1899
uc2.ark+=13960=t8hd7tg8h	1922
loc.ark+=13960=t2b85s577	1919
uiuo.ark+=13960=t6qz2r01z	1894
loc.ark+=13960=t0tq67p4j	1867
uc2.ark+=13960=t1fj2jn5x	1901
bc.ark+=13960=t6059w264	1884
uc2.ark+=13960=fk49p2wd64	1869
uc2.ark+=13960=t7fq9rk5j	1908
loc.ark+=13960=t18k81039	1916
loc.ark+=13960=t9z03hb56	1910
uc2.ark+=13960=t5p84537f	N/A
uc2.ark+=13960=t6736pg7v	1899
loc.ark+=13960=t80k2t40b	1863
uc2.ark+=13960=t3707xw9m	1911
uc2.ark+=13960=t2t43xw1m	1904
uc2.ark+=13960=t2m61ch52	1884
loc.ark+=13960=t6tx4p812	1875
gri.ark+=13960=t7kq0v38s	1891
loc.ark+=13960=t3nw0b685	1896
uc2.ark+=13960=t53f4kz4m	1861
loc.ark+=13960=t02z2g933	1897
uc2.ark+=13960=t2s46ks2f	N/A
loc.ark+=13960=t1sf3g17f	1901
mmet.ark+=13960=t6zw1qk56	1886
loc.ark+=13960=t7jq1fp71	1914
coo1.ark+=13960=t5j96r49r	1912
uc2.ark+=13960=t0ns0nn5d	1910
uc2.ark+=13960=t4pk09h5t	1914
coo1.ark+=13960=t0xp7k72v	1914
loc.ark+=13960=t79s2z87r	1890
uc2.ark+=13960=t9j38nn4m	1849
loc.ark+=13960=t18k80n7b	1922
loc.ark+=13960=t38055k53	1902
aeu.ark+=13960=t00z7kg0d	1881
loc.ark+=13960=t0qr4z71m	1863
coo1.ark+=13960=t87h24v7b	N/A
coo1.ark+=13960=t9f48745t	1901
coo1.ark+=13960=t4xh05v2p	1897
uc2.ark+=13960=t7qn60t4r	1898
bc.ark+=13960=t3127fs3d	1899
yale.39002001926121	1883
coo1.ark+=13960=t3tt55t02	1922
coo1.ark+=13960=t3pv72416	N/A
uc2.ark+=13960=t51g0pt7q	1895
uc2.ark+=13960=t90863x71	1909
uc2.ark+=13960=t8x923681	N/A
uc2.ark+=13960=t6b30th64	1891
loc.ark+=13960=t08w48b5z	1879
uiuo.ark+=13960=t9d514t0h	1849
uc2.ark+=13960=t1cj8886t	1879
uc2.ark+=13960=t11n8154j	1898
uc2.ark+=13960=t06w97b2c	1852
loc.ark+=13960=t7hq53b1q	1848
uc2.ark+=13960=t7vm4485v	1885
coo1.ark+=13960=t12n5pv13	N/A
coo1.ark+=13960=t51g18653	1911
uc2.ark+=13960=t2m61g132	1915
uc2.ark+=13960=t1xd0sr3d	1899
aeu.ark+=13960=t9k373b5c	N/A
aeu.ark+=13960=t5j96rv57	1900
uiuo.ark+=13960=t5gb2335q	1911
uc2.ark+=13960=t6pz52r78	1900
coo1.ark+=13960=t2f76x68s	1892
loc.ark+=13960=t4cn7w50h	1878
uc2.ark+=13960=t2v40mv5j	1914
uc2.ark+=13960=t9z032n5v	1912
uc2.ark+=13960=t4dn49k5f	1914
coo1.ark+=13960=t9280x19m	1874
loc.ark+=13960=t3mw2xm7j	1835
nnc2.ark+=13960=t46q2pn4g	1917
coo1.ark+=13960=t6d22gp49	1920
uc2.ark+=13960=t5cc0zg7m	N/A
uc2.ark+=13960=t22b97p53	1823
coo1.ark+=13960=t6j10mg6c	1865
loc.ark+=13960=t9377h179	1840
loc.ark+=13960=t2t44965h	1909
yale.39002039189197	1886
loc.ark+=13960=t02z1wh1d	1916
uc2.ark+=13960=t9g44jh0v	1895
uc2.ark+=13960=t9v122z5x	1875
uc2.ark+=13960=t0bv7ms2w	1909
uc2.ark+=13960=t76t0jn4x	1883
gri.ark+=13960=t0gt94j52	1900
mdp.39015059864614	1894
loc.ark+=13960=t5db8jb8b	1903
loc.ark+=13960=t47p9n984	1884
coo1.ark+=13960=t15m6s13h	1915
loc.ark+=13960=t2r50h389	1911
aeu.ark+=13960=t1vd85782	1916
yale.39002014240551	1879
coo1.ark+=13960=t0qr5cf7j	1903
coo1.ark+=13960=t5s75xh6d	1876
uc2.ark+=13960=t6nz84g2x	1906
loc.ark+=13960=t6m04sc3f	1886
uc2.ark+=13960=t9n29qx7f	1922
loc.ark+=13960=t2p567k6z	1916
loc.ark+=13960=t80k2nj0n	1909
coo1.ark+=13960=t6tx3ww17	1912
yale.39002064718191	1863
aeu.ark+=13960=t4xh00n7b	1896
loc.ark+=13960=t7fr00j9v	1868
uc2.ark+=13960=t7br8qt0w	1881
loc.ark+=13960=t04x6gs16	1868
loc.ark+=13960=t5n88cr27	1882
loc.ark+=13960=t0sq9jg5w	1910
coo1.ark+=13960=t46q2hg3p	N/A
uc2.ark+=13960=t6736s34q	1908
loc.ark+=13960=t18k7tq69	N/A
nnc2.ark+=13960=t3mw3nz73	N/A
uc2.ark+=13960=t5x63dg6w	1919
uc2.ark+=13960=t19k47n71	1898
coo1.ark+=13960=t3ws97q7q	1881
uc2.ark+=13960=t5q816h6x	1880
loc.ark+=13960=t4pk0ht5b	1894
aeu.ark+=13960=t2c82wx3k	N/A
uc2.ark+=13960=t1vd6x393	N/A
coo1.ark+=13960=t15m6sj2r	1896
uiuo.ark+=13960=t7gq7nn86	1809
loc.ark+=13960=t1pg1r40c	1854
loc.ark+=13960=t9h42m15c	1858
aeu.ark+=13960=t0rr35209	1914
uc2.ark+=13960=t7zk56090	1898
uc2.ark+=13960=t2p55kn73	1831
loc.ark+=13960=t9x078j75	1919
uc2.ark+=13960=t3st7gs4q	1886
loc.ark+=13960=t3nv9mh35	1871
loc.ark+=13960=t9m32xv3g	1896
coo1.ark+=13960=t0rr2dh4k	1909
uc2.ark+=13960=t6ww7836p	1909
nnc2.ark+=13960=t76t1d79p	1898
uc2.ark+=13960=t45q4vb01	1837
uiuo.ark+=13960=t52f7x46s	1860
coo1.ark+=13960=t44q8g190	1910
loc.ark+=13960=t5db8ws6b	1922
aeu.ark+=13960=t5gb2w98c	1896
aeu.ark+=13960=t0dv2v41h	1905
aeu.ark+=13960=t3708m72c	1866
uc2.ark+=13960=t8nc5vh90	1785
uc2.ark+=13960=t5z60f65d	1915
uc2.ark+=13960=t9f47r680	1873
uc2.ark+=13960=t9h41tf0f	1815
loc.ark+=13960=t9q24015v	1856
loc.ark+=13960=t8x92mj6r	1885
coo1.ark+=13960=t2794rg8c	1855
uc2.ark+=13960=t2p55w31r	1921
aeu.ark+=13960=t7kp8f80w	N/A
uc2.ark+=13960=t9z034g4z	1913
uc2.ark+=13960=t6445jr7t	1893
loc.ark+=13960=t5w66q699	1915
coo1.ark+=13960=t3611kt9b	1905
coo1.ark+=13960=t3126g687	1907
uc2.ark+=13960=t1jh3k92c	1889
loc.ark+=13960=t8pc3gc1b	1890
loc.ark+=13960=t7pn9cf84	1877
loc.ark+=13960=t9w09kv00	1853
uc2.ark+=13960=t2q52hb3g	1911
coo1.ark+=13960=t98632w9s	1918
uc2.ark+=13960=t4th8r58r	1750
yale.39002005881447	1908
loc.ark+=13960=t9v12w129	1870
uc2.ark+=13960=t2j67bc9f	1884
yale.39002032082811	1913
uc2.ark+=13960=t10p15196	1914
loc.ark+=13960=t21c24522	1863
loc.ark+=13960=t1vd7nq2v	1915
yale.39002088869293	1879
nnc2.ark+=13960=t6d235j1q	1893
aeu.ark+=13960=t3kw6nv3n	1912
loc.ark+=13960=t3qv4bs35	1910
loc.ark+=13960=t9d51wh4h	1913
coo1.ark+=13960=t5s75z10n	1912
loc.ark+=13960=t2r501066	1899
yale.39002017624843	1900
aeu.ark+=13960=t8hd9fb5g	1905
uc2.ark+=13960=t52f7k296	1915
loc.ark+=13960=t9863nx4v	1861
coo1.ark+=13960=t6qz2ss9j	1901
aeu.ark+=13960=t8qc0t679	1846
loc.ark+=13960=t3805g69t	1835
coo1.ark+=13960=t6n01q514	1906
uc2.ark+=13960=t2697641q	1901
loc.ark+=13960=t51g15m38	1868
loc.ark+=13960=t9087j59w	1912
loc.ark+=13960=t3805b549	1905
loc.ark+=13960=t8w95t22v	1855
uc2.ark+=13960=t4bp0179s	1875
uc2.ark+=13960=t1rf5p18v	N/A
coo1.ark+=13960=t1wd4fb4k	1871
loc.ark+=13960=t1jh3p666	1896
coo1.ark+=13960=t0vq3hp60	1906
coo1.ark+=13960=t48p6kg96	N/A
mcg.ark+=13960=t6pz7rv84	1796
uiuo.ark+=13960=t6933328d	1905
uc2.ark+=13960=t57d2s66b	1897
uc2.ark+=13960=t2t43m00r	1911
uc2.ark+=13960=t6f18tt6f	1846
uc2.ark+=13960=t03x84r6g	1893
uc2.ark+=13960=t77s7k625	N/A
yale.39002088869400	1910
uc2.ark+=13960=t4rj4c878	1913
uc2.ark+=13960=t0ks6j48j	1832
coo1.ark+=13960=t7cr6d19r	1910
aeu.ark+=13960=t8pc3sc31	1846
uc2.ark+=13960=t46q1v936	1868
uc2.ark+=13960=t5n875m2k	1889
uc2.ark+=13960=t5z60p56b	1922
loc.ark+=13960=t58d0gp2h	N/A
yale.39002051061852	1913
nnc2.ark+=13960=t0bv8826n	1914
loc.ark+=13960=t8jd5px9q	1919
coo1.ark+=13960=t3126fj2d	1895
uc2.ark+=13960=t6vx0k81m	1921
loc.ark+=13960=t5w66xw1w	1911
loc.ark+=13960=t8bg2s79p	1860
coo1.ark+=13960=t2r506d17	1893
aeu.ark+=13960=t3vt2t334	1883
nc01.ark+=13960=t72v3540z	1905
mdp.39015068490757	1869
uc2.ark+=13960=t03x85n90	N/A
loc.ark+=13960=t8bg2vv45	1888
loc.ark+=13960=t70v9970m	1906
loc.ark+=13960=t14m99q9d	1865
uc2.ark+=13960=t1jh3kb6r	N/A
coo1.ark+=13960=t4rj51r4b	1914
uc2.ark+=13960=t6348jv2k	1910
uc2.ark+=13960=t3jw8999p	1884
ucw.ark+=13960=t37089s4s	1908
uma.ark+=13960=t6rz08026	N/A
loc.ark+=13960=t0qr5p585	1900
yale.39002088378022	1888
ucw.ark+=13960=t4xh0dp0c	1899
aeu.ark+=13960=t2q53wp5v	N/A
coo1.ark+=13960=t6pz5sj0w	N/A
aeu.ark+=13960=t12n5jq5k	1890
aeu.ark+=13960=t1pg2gh5s	1864
uc2.ark+=13960=t1cj89v4w	1897
dul1.ark+=13960=t3xs6s53d	1892
aeu.ark+=13960=t3zs3tp7n	N/A
aeu.ark+=13960=t2b86fc75	1887
coo1.ark+=13960=t4rj51j73	1920
txa.omg01509	1914
gri.ark+=13960=t8x93gt81	1909
yale.39002029713394	1847
uc2.ark+=13960=t6vx0980t	1886
coo1.ark+=13960=t19k4wn2g	1880
loc.ark+=13960=t6f191k1r	1857
uc2.ark+=13960=t6n01270p	1888
uiuo.ark+=13960=t7tn0j58f	1898
loc.ark+=13960=t2s46t34b	N/A
uiuo.ark+=13960=t3fx9r56m	1902
coo1.ark+=13960=t2b85t86h	1920
mdp.39015074143952	1899
mdp.39015076554370	1890
loc.ark+=13960=t67375b6r	N/A
loc.ark+=13960=t0wq08374	1869
nnc2.ark+=13960=t2b87pg3v	1896
loc.ark+=13960=t6k07zp5b	1812
uc2.ark+=13960=t7fq9rp8b	1786
loc.ark+=13960=t8z89d13q	N/A
